MAG_id	dataset_id	sample_id	SGB_id	assigned_taxonomy_level	superkingdom	phylum	class	order	family	genus	species	genome_size	n_contigs	N50	completeness	contamination	GC_content	BUSCO_taxonomy
BertuzziAS_2018__ERS2032091__bin.5	BertuzziAS_2018	ERS2032091	SGB8002	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_thermophilus	1339703	235	7129	84.9400318	1.130519165	0.394276194	
BertuzziAS_2018__ERS2032092__bin.10	BertuzziAS_2018	ERS2032092	SGB8002	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_thermophilus	975745	170	7575	63.76490261	0.930893464	0.398138858	
BertuzziAS_2018__ERS2032092__bin.2	BertuzziAS_2018	ERS2032092	SGB7048	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_helveticus	1867941	197	14294	98.80952381	0.108225108	0.362136706	
BertuzziAS_2018__ERS2032092__bin.4	BertuzziAS_2018	ERS2032092	SGB7985	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	1453486	164	19287	53.44827586	1.724137931	0.350920477	
BertuzziAS_2018__ERS2032092__bin.5	BertuzziAS_2018	ERS2032092	SGB7848	Species	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_saprophyticus	2640483	307	16509	98.43637993	0.555555556	0.329440485	
BertuzziAS_2018__ERS2032093__bin.2	BertuzziAS_2018	ERS2032093	SGB7048	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_helveticus	1766155	194	13477	98.16017316	0	0.365048934	
BertuzziAS_2018__ERS2032093__bin.5	BertuzziAS_2018	ERS2032093	SGB10343	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter_baumannii	2203051	540	4760	67.38476003	0.95890411	0.391118953	
BertuzziAS_2018__ERS2032093__bin.6	BertuzziAS_2018	ERS2032093	SGB7985	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	2139135	290	11892	95.14601662	2.083333333	0.34777562	
BertuzziAS_2018__ERS2032094__bin.1	BertuzziAS_2018	ERS2032094	SGB10343	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter_baumannii	2943507	477	8478	90.45614659	0.388127854	0.391949467	
BertuzziAS_2018__ERS2032094__bin.3	BertuzziAS_2018	ERS2032094	SGB8002	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_thermophilus	1126739	139	9706	62.93103448	0	0.397335142	
BertuzziAS_2018__ERS2032094__bin.4	BertuzziAS_2018	ERS2032094	SGB7142	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Lacticaseibacillus_paracasei	2615025	197	19540	89.1011339	1.141304348	0.464829591	
BertuzziAS_2018__ERS2032094__bin.5	BertuzziAS_2018	ERS2032094	SGB7985	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	1869990	272	12233	90.40637046	0.578616352	0.349335023	
BertuzziAS_2018__ERS2032094__bin.6	BertuzziAS_2018	ERS2032094	SGB69402	Genus	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_SGB69402	854205	97	12106	58.62068966	0	0.365490719	
BertuzziAS_2018__ERS2032095__bin.4	BertuzziAS_2018	ERS2032095	SGB7848	Species	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_saprophyticus	2305307	405	7689	89.35185185	0	0.330930761	
BertuzziAS_2018__ERS2032095__bin.5	BertuzziAS_2018	ERS2032095	SGB7985	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	2039240	177	21308	93.98652291	1.018867925	0.35082825	
BertuzziAS_2018__ERS2032095__bin.6	BertuzziAS_2018	ERS2032095	SGB7048	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_helveticus	1629919	166	14422	94.26406926	0	0.36551755	
BertuzziAS_2018__ERS2032096__bin.2	BertuzziAS_2018	ERS2032096	SGB7048	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_helveticus	1018581	108	13659	57.93460925	0	0.368494013	
BertuzziAS_2018__ERS2032096__bin.3	BertuzziAS_2018	ERS2032096	SGB7985	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	2020166	252	12682	93.61026577	1.886792453	0.34967374	
BertuzziAS_2018__ERS2032096__bin.6	BertuzziAS_2018	ERS2032096	SGB8002	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_thermophilus	1310704	185	8685	84.29399569	1.197754211	0.395041901	
BertuzziAS_2018__ERS2032097__bin.3	BertuzziAS_2018	ERS2032097	SGB8002	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_thermophilus	784047	141	6661	50.92751438	1.018922853	0.392602739	
BertuzziAS_2018__ERS2032097__bin.4	BertuzziAS_2018	ERS2032097	SGB7985	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	1543355	187	15280	75.6918239	0.424528302	0.353265451	
BertuzziAS_2018__ERS2032097__bin.7	BertuzziAS_2018	ERS2032097	SGB69402	Genus	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_SGB69402	1218608	127	12566	60.34482759	0	0.362683488	
BertuzziAS_2018__ERS2032097__bin.8	BertuzziAS_2018	ERS2032097	SGB10343	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter_baumannii	2993961	473	8396	90.99329894	2.254185693	0.390561868	
BertuzziAS_2018__ERS2032098__bin.1	BertuzziAS_2018	ERS2032098	SGB7142	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Lacticaseibacillus_paracasei	1688019	433	4398	60.67840293	0.668642951	0.465500092	
BertuzziAS_2018__ERS2032098__bin.3	BertuzziAS_2018	ERS2032098	SGB8002	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_thermophilus	875663	114	9101	52.79112082	0.58224163	0.395527732	
BertuzziAS_2018__ERS2032098__bin.4	BertuzziAS_2018	ERS2032098	SGB7985	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	2046060	275	13341	93.70709793	0.314465409	0.350919817	
BertuzziAS_2018__ERS2032098__bin.6	BertuzziAS_2018	ERS2032098	SGB69402	Genus	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_SGB69402	857847	94	13245	50	0	0.358984761	
BertuzziAS_2018__ERS2032099__bin.2	BertuzziAS_2018	ERS2032099	SGB8002	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_thermophilus	687211	117	7125	50.86206897	0	0.394439262	
BertuzziAS_2018__ERS2032099__bin.4	BertuzziAS_2018	ERS2032099	SGB7048	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_helveticus	1616256	196	12041	95	2.813852814	0.365356107	
BertuzziAS_2018__ERS2032099__bin.5	BertuzziAS_2018	ERS2032099	SGB7985	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	2128926	222	16618	96.12598904	0.613207547	0.34936677	
BertuzziAS_2018__ERS2032099__bin.6	BertuzziAS_2018	ERS2032099	SGB7848	Species	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_saprophyticus	2038509	489	5117	80.07915173	0.666666667	0.33392298	
BertuzziAS_2018__ERS2032100__bin.3	BertuzziAS_2018	ERS2032100	SGB7985	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	2216330	277	14590	94.85595455	1.254716981	0.348774776	
BertuzziAS_2018__ERS2032100__bin.4	BertuzziAS_2018	ERS2032100	SGB8002	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_thermophilus	1411150	232	8545	85.67035766	1.142649199	0.394522198	
BertuzziAS_2018__ERS2032100__bin.5	BertuzziAS_2018	ERS2032100	SGB69402	Genus	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_SGB69402	1131403	152	11609	58.62068966	0	0.356827762	
BertuzziAS_2018__ERS2032101__bin.1	BertuzziAS_2018	ERS2032101	SGB7048	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_helveticus	1481753	211	10334	76.99134199	0.12987013	0.362720372	
BertuzziAS_2018__ERS2032101__bin.3	BertuzziAS_2018	ERS2032101	SGB8002	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_thermophilus	798281	150	6077	51.08338532	0.172852984	0.399657514	
BertuzziAS_2018__ERS2032101__bin.4	BertuzziAS_2018	ERS2032101	SGB10343	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter_baumannii	2636356	246	16135	76.25570776	0	0.391560169	
BertuzziAS_2018__ERS2032101__bin.6	BertuzziAS_2018	ERS2032101	SGB7985	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	2268379	303	11921	94.29600325	2.5090282	0.34683049	
BertuzziAS_2018__ERS2032102__bin.2	BertuzziAS_2018	ERS2032102	SGB7048	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_helveticus	1664290	187	12567	93.83116883	0	0.363606703	
BertuzziAS_2018__ERS2032102__bin.3	BertuzziAS_2018	ERS2032102	SGB8002	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_thermophilus	1084851	166	9154	62.93103448	0	0.396193579	
BertuzziAS_2018__ERS2032102__bin.4	BertuzziAS_2018	ERS2032102	SGB7848	Species	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_saprophyticus	2178600	25	242386	97.77777778	0	0.330279078	
BertuzziAS_2018__ERS2032102__bin.8	BertuzziAS_2018	ERS2032102	SGB7985	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	2111036	207	18553	95.7151552	1.226415094	0.349384852	
BertuzziAS_2018__ERS2032103__bin.10	BertuzziAS_2018	ERS2032103	SGB7985	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	2364781	280	16117	93.12544433	1.638257576	0.343898653	
BertuzziAS_2018__ERS2032103__bin.2	BertuzziAS_2018	ERS2032103	SGB7048	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_helveticus	1685833	174	14319	97.51082251	0	0.365162504	
BertuzziAS_2018__ERS2032103__bin.3	BertuzziAS_2018	ERS2032103	SGB16749	Species	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Glutamicibacter	Glutamicibacter_arilaitensis	3421491	80	65353	97.90301442	0	0.592892105	
BertuzziAS_2018__ERS2032103__bin.5	BertuzziAS_2018	ERS2032103	SGB7848	Species	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_saprophyticus	2513879	36	168402	99.44444444	1.157407407	0.329954226	
BertuzziAS_2018__ERS2032104__bin.11	BertuzziAS_2018	ERS2032104	SGB7985	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	2276363	200	25287	98.86792453	0.880503145	0.350325937	
BertuzziAS_2018__ERS2032104__bin.2	BertuzziAS_2018	ERS2032104	SGB16749	Species	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Glutamicibacter	Glutamicibacter_arilaitensis	3331555	80	62191	95.60943644	0	0.593110725	
BertuzziAS_2018__ERS2032104__bin.3	BertuzziAS_2018	ERS2032104	SGB8002	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_thermophilus	1533714	285	6935	89.09799502	4.32860262	0.392490386	
BertuzziAS_2018__ERS2032104__bin.5	BertuzziAS_2018	ERS2032104	SGB17034	Species	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium_variabile	2972060	353	11829	96.32132132	0.45045045	0.677064057	
BertuzziAS_2018__ERS2032104__bin.6	BertuzziAS_2018	ERS2032104	SGB23002	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Psychrobacter	Psychrobacter_namhaensis	1598994	28	90398	63.36996337	0	0.452827841	
BertuzziAS_2018__ERS2032104__bin.7	BertuzziAS_2018	ERS2032104	SGB7048	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_helveticus	1333715	348	4392	74.70573201	0.378528967	0.365898262	
BertuzziAS_2018__ERS2032104__bin.9	BertuzziAS_2018	ERS2032104	SGB7848	Species	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_saprophyticus	2612636	127	40842	99.44444444	0.555555556	0.328481273	
BertuzziAS_2018__ERS2032105__bin.2	BertuzziAS_2018	ERS2032105	SGB7985	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	2250068	284	14760	95.53702346	2.97979798	0.347512164	
BertuzziAS_2018__ERS2032105__bin.6	BertuzziAS_2018	ERS2032105	SGB7048	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_helveticus	1039097	195	7216	63.17669173	0	0.363446339	
BertuzziAS_2018__ERS2032106__bin.2	BertuzziAS_2018	ERS2032106	SGB7048	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_helveticus	1453743	277	6720	88.86876651	0	0.364532796	
BertuzziAS_2018__ERS2032106__bin.4	BertuzziAS_2018	ERS2032106	SGB16749	Species	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Glutamicibacter	Glutamicibacter_arilaitensis	3376704	80	69346	96.98558322	0	0.593335395	
BertuzziAS_2018__ERS2032106__bin.6	BertuzziAS_2018	ERS2032106	SGB7985	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	2349974	176	28649	99.1202346	1.925505051	0.348855775	
BertuzziAS_2018__ERS2032106__bin.7	BertuzziAS_2018	ERS2032106	SGB8002	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_thermophilus	1424611	182	11096	89.89299577	1.085464754	0.394778645	
BertuzziAS_2018__ERS2032106__bin.8	BertuzziAS_2018	ERS2032106	SGB7848	Species	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_saprophyticus	2507151	23	310252	99.44444444	0.277777778	0.330144854	
BertuzziAS_2018__ERS2032107__bin.10	BertuzziAS_2018	ERS2032107	SGB7848	Species	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_saprophyticus	2399356	120	33556	99.16666667	1.666666667	0.331828207	
BertuzziAS_2018__ERS2032107__bin.2	BertuzziAS_2018	ERS2032107	SGB16634	Species	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Brevibacteriaceae	Brevibacterium	Brevibacterium_linens	3075185	787	4566	78.59357697	1.162790698	0.657011855	
BertuzziAS_2018__ERS2032107__bin.3	BertuzziAS_2018	ERS2032107	SGB17034	Species	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium_variabile	3038273	225	19243	97.40990991	0.825825826	0.677403907	
BertuzziAS_2018__ERS2032107__bin.6	BertuzziAS_2018	ERS2032107	SGB16749	Species	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Glutamicibacter	Glutamicibacter_arilaitensis	3444866	83	62692	97.90301442	0	0.592562091	
BertuzziAS_2018__ERS2032107__bin.8	BertuzziAS_2018	ERS2032107	SGB7048	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_helveticus	1652585	179	14165	95.23809524	0	0.365112838	
BertuzziAS_2018__ERS2032107__bin.9	BertuzziAS_2018	ERS2032107	SGB7985	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	2202043	276	15342	96.0052749	0.716981132	0.349272925	
BertuzziAS_2018__ERS2032108__bin.2	BertuzziAS_2018	ERS2032108	SGB16749	Species	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Glutamicibacter	Glutamicibacter_arilaitensis	3444378	81	65353	97.90301442	0	0.592934922	
BertuzziAS_2018__ERS2032108__bin.4	BertuzziAS_2018	ERS2032108	SGB7848	Species	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_saprophyticus	2464267	56	80836	99.44444444	0	0.330829817	
BertuzziAS_2018__ERS2032108__bin.5	BertuzziAS_2018	ERS2032108	SGB8002	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_thermophilus	1628267	208	10715	93.68979702	0.697303667	0.390687154	
BertuzziAS_2018__ERS2032108__bin.6	BertuzziAS_2018	ERS2032108	SGB7985	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	1925123	518	4210	82.30098832	1.320754717	0.351246648	
BertuzziAS_2018__ERS2032109__bin.3	BertuzziAS_2018	ERS2032109	SGB69402	Genus	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_SGB69402	960060	109	11360	53.44827586	0	0.356647501	
BertuzziAS_2018__ERS2032109__bin.5	BertuzziAS_2018	ERS2032109	SGB10343	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter_baumannii	2936178	557	6986	88.4563838	0.639269406	0.394441686	
BertuzziAS_2018__ERS2032109__bin.7	BertuzziAS_2018	ERS2032109	SGB8002	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_thermophilus	1084667	180	7686	70.90055161	1.245061343	0.397520161	
BertuzziAS_2018__ERS2032109__bin.8	BertuzziAS_2018	ERS2032109	SGB7985	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	2186127	271	13387	94.54108338	2.672955975	0.350101801	
BertuzziAS_2018__ERS2032110__bin.1	BertuzziAS_2018	ERS2032110	SGB7848	Species	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_saprophyticus	2452198	28	216688	99.44444444	0	0.330612781	
BertuzziAS_2018__ERS2032110__bin.3	BertuzziAS_2018	ERS2032110	SGB8002	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_thermophilus	1418094	252	7016	86.06709642	2.449053857	0.393454172	
BertuzziAS_2018__ERS2032110__bin.6	BertuzziAS_2018	ERS2032110	SGB7985	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	2230014	200	20859	96.64150943	1.902515723	0.350578068	
BertuzziAS_2018__ERS2032110__bin.7	BertuzziAS_2018	ERS2032110	SGB16749	Species	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Glutamicibacter	Glutamicibacter_arilaitensis	3275426	79	62692	92.43119266	0	0.593193679	
BertuzziAS_2018__ERS2032111__bin.1	BertuzziAS_2018	ERS2032111	SGB16749	Species	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Glutamicibacter	Glutamicibacter_arilaitensis	3429472	80	70264	97.90301442	0	0.592790377	
BertuzziAS_2018__ERS2032111__bin.10	BertuzziAS_2018	ERS2032111	SGB7848	Species	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_saprophyticus	2484648	30	269525	99.44444444	0	0.330735782	
BertuzziAS_2018__ERS2032111__bin.5	BertuzziAS_2018	ERS2032111	SGB8002	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_thermophilus	1393107	251	6689	86.46260819	2.025629029	0.393783105	
BertuzziAS_2018__ERS2032111__bin.8	BertuzziAS_2018	ERS2032111	SGB7048	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_helveticus	1705170	212	12452	94.58874459	0	0.365286159	
BertuzziAS_2018__ERS2032111__bin.9	BertuzziAS_2018	ERS2032111	SGB7985	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	2453668	288	18255	95.50091296	2.248427673	0.345394324	
BertuzziAS_2018__ERS2032112__bin.10	BertuzziAS_2018	ERS2032112	SGB16634	Species	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Brevibacteriaceae	Brevibacterium	Brevibacterium_linens	3351911	582	7380	90.50387597	0.968992248	0.654823174	
BertuzziAS_2018__ERS2032112__bin.2	BertuzziAS_2018	ERS2032112	SGB7048	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_helveticus	950419	286	3491	59.22488852	0.108225108	0.37020935	
BertuzziAS_2018__ERS2032112__bin.3	BertuzziAS_2018	ERS2032112	SGB16749	Species	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Glutamicibacter	Glutamicibacter_arilaitensis	3411156	83	65353	97.90301442	0	0.592658325	
BertuzziAS_2018__ERS2032112__bin.5	BertuzziAS_2018	ERS2032112	SGB8002	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_thermophilus	1264214	215	8251	78.5261841	0.735080058	0.396755613	
BertuzziAS_2018__ERS2032112__bin.6	BertuzziAS_2018	ERS2032112	SGB23002	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Psychrobacter	Psychrobacter_namhaensis	2697222	170	24309	97.8021978	0.274725275	0.45150529	
BertuzziAS_2018__ERS2032112__bin.7	BertuzziAS_2018	ERS2032112	SGB7985	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	2361107	196	25621	98.23899371	0.943396226	0.348985455	
BertuzziAS_2018__ERS2032112__bin.8	BertuzziAS_2018	ERS2032112	SGB17034	Species	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium_variabile	3019308	224	19769	97.2972973	0.45045045	0.676749109	
BertuzziAS_2018__ERS2032112__bin.9	BertuzziAS_2018	ERS2032112	SGB7848	Species	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_saprophyticus	2417735	111	39790	99.44444444	0.462962963	0.331663313	
BertuzziAS_2018__ERS2032113__bin.3	BertuzziAS_2018	ERS2032113	SGB10343	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter_baumannii	1735423	39	60324	60.54794521	0	0.394563746	
BertuzziAS_2018__ERS2032113__bin.7	BertuzziAS_2018	ERS2032113	SGB7985	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	1861991	251	14286	90.01014405	0.503144654	0.351463031	
BertuzziAS_2018__ERS2032113__bin.9	BertuzziAS_2018	ERS2032113	SGB69402	Genus	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_SGB69402	1047427	118	11726	53.44827586	0	0.36239948	
BertuzziAS_2018__ERS2032114__bin.1	BertuzziAS_2018	ERS2032114	SGB8002	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_thermophilus	974522	182	6467	58.33142719	1.171761281	0.397199858	
BertuzziAS_2018__ERS2032114__bin.2	BertuzziAS_2018	ERS2032114	SGB7985	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	2271057	305	12123	91.33089876	2.578616352	0.34538411	
BertuzziAS_2018__ERS2032114__bin.6	BertuzziAS_2018	ERS2032114	SGB7847	Species	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_xylosus	2734371	22	219849	99.44444444	1.944444444	0.326832387	
BertuzziAS_2018__ERS2032114__bin.8	BertuzziAS_2018	ERS2032114	SGB69402	Genus	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_SGB69402	1204051	135	12034	55.17241379	0	0.359846884	
BertuzziAS_2018__ERS2032114__bin.9	BertuzziAS_2018	ERS2032114	SGB16639	Species	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Brevibacteriaceae	Brevibacterium	Brevibacterium_aurantiacum	3946857	99	58023	97.6744186	0	0.630907327	
BertuzziAS_2018__ERS2032115__bin.1	BertuzziAS_2018	ERS2032115	SGB16639	Species	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Brevibacteriaceae	Brevibacterium	Brevibacterium_aurantiacum	3999180	71	98394	100	0	0.630056912	
BertuzziAS_2018__ERS2032115__bin.2	BertuzziAS_2018	ERS2032115	SGB8002	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_thermophilus	1563544	198	10919	92.36135427	1.484716157	0.392816576	
BertuzziAS_2018__ERS2032115__bin.3	BertuzziAS_2018	ERS2032115	SGB7847	Species	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_xylosus	2830419	31	346324	99.44444444	1.944444444	0.325780388	
BertuzziAS_2018__ERS2032115__bin.4	BertuzziAS_2018	ERS2032115	SGB7985	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	2424847	364	10102	96.66666667	0.462713387	0.349275645	
